heartrate,timestamp
90.0,46836125.245180845
81.0,46835873.2453661
84.0,46835512.2453661
84.0,46835321.74573803
83.0,46834943.24573803
83.0,46834763.24573803
80.0,46834548.77610016
82.0,46834545.77610016
82.0,46834541.77610016
81.0,46834536.77610016
79.0,46834531.77610016
82.0,46834378.09659672
86.0,46834118.09785271
91.0,46833918.09756899
82.58259582519531,46833616.21482372
82.0,46833518.7151804
85.0,46833343.71520901
98.0,46833083.71533728
113.0,46832974.46613741
108.0,46832780.78601241
104.0,46832482.285915375
93.0,46832048.78691292
96.0,46831646.2869215
97.0,46831287.28709555
93.0,46831077.28756094
95.0,46830848.28738737
93.0,46830530.289811134
109.0,46830459.39347339
110.0,46830457.39347339
101.0,46830448.39347339
101.0,46830447.39347339
106.0,46830442.39347339
117.0,46830433.39347339
116.0,46830429.39347339
115.0,46830425.39347339
112.0,46830420.39347339
110.0,46830417.39347339
104.0,46830412.39347339
104.0,46830403.39347339
103.0,46830401.39347339
107.0,46830394.39347339
105.0,46830391.39347339
103.0,46830387.39347339
112.0,46830381.39347339
105.0,46830374.39347339
104.0,46830372.39347339
105.0,46830367.39347339
117.0,46830358.39347339
111.0,46830353.39347339
110.0,46830351.39347339
106.0,46830346.39347339
106.0,46830341.39347339
105.0,46830337.39347339
106.0,46830328.39347339
108.0,46830323.39347339
107.0,46830321.39347339
112.0,46830313.39347339
109.0,46830309.39347339
109.0,46830307.39347339
106.0,46830299.39347339
105.0,46830296.39347339
109.0,46830289.39347339
109.0,46830285.39347339
106.0,46830281.39347339
102.0,46830275.39347339
103.0,46830271.39347339
100.0,46830264.39347339
106.0,46830259.39347339
106.0,46830254.39347339
105.0,46830252.39347339
102.0,46830243.39347339
102.0,46830239.39347339
103.0,46830237.39347339
102.0,46830231.39347339
101.0,46830225.39347339
101.0,46830222.39347339
95.0,46830217.39347339
108.0,46830208.39347339
107.0,46830205.39347339
106.0,46830202.39347339
102.0,46830193.39347339
104.0,46830191.39347339
106.0,46830187.39347339
108.0,46830178.39347339
109.0,46830175.39347339
111.0,46830168.39347339
110.0,46830167.39347339
114.0,46830158.39347339
114.0,46830154.39347339
113.0,46830150.39347339
114.0,46830146.39347339
104.0,46830139.39347339
102.0,46830137.39347339
106.0,46830128.39347339
109.0,46830123.39347339
108.0,46830121.39347339
109.0,46830117.39347339
113.0,46830109.39347339
111.0,46830107.39347339
110.0,46830100.39347339
105.0,46830096.39347339
99.0,46830090.39347339
106.0,46830083.39347339
106.0,46830079.39347339
102.0,46830073.39347339
102.0,46830072.39347339
106.0,46830066.39347339
99.0,46830060.39347339
105.0,46830053.39347339
104.0,46830051.39347339
104.0,46830043.39347339
103.0,46830041.39347339
103.0,46830034.39347339
106.0,46830028.39347339
107.0,46830023.39347339
107.0,46830021.39347339
104.0,46830013.39347339
104.0,46830012.39347339
109.0,46830006.39347339
109.0,46830000.39347339
105.0,46829993.39347339
105.0,46829992.39347339
102.0,46829986.39347339
113.0,46829978.39347339
112.0,46829976.39347339
111.0,46829969.39347339
108.0,46829965.39347339
108.0,46829962.39347339
107.0,46829957.39347339
113.0,46829948.39347339
113.0,46829947.39347339
111.0,46829938.39347339
110.0,46829937.39347339
111.0,46829932.39347339
107.0,46829923.39347339
107.0,46829922.39347339
112.0,46829914.39347339
110.0,46829909.39347339
111.0,46829904.39347339
110.0,46829902.39347339
111.0,46829893.39347339
109.0,46829890.39347339
108.0,46829884.39347339
108.0,46829882.39347339
104.0,46829873.39347339
106.0,46829868.39347339
106.0,46829866.39347339
106.0,46829858.39347339
106.0,46829856.39347339
106.0,46829851.39347339
107.0,46829846.39347339
114.0,46829838.39347339
113.0,46829836.39347339
113.0,46829832.39347339
110.0,46829824.39347339
109.0,46829822.39347339
112.0,46829817.39347339
113.0,46829808.39347339
113.0,46829806.39347339
108.0,46829799.39347339
111.0,46829793.39347339
109.0,46829790.39347339
106.0,46829787.39347339
108.0,46829781.39347339
109.0,46829773.39347339
109.0,46829768.39347339
108.0,46829765.39347339
111.0,46829759.39347339
110.0,46829753.39347339
110.0,46829748.39347339
109.0,46829746.39347339
105.0,46829741.39347339
109.0,46829733.39347339
106.0,46829730.39347339
109.0,46829723.39347339
107.0,46829719.39347339
108.0,46829717.39347339
111.0,46829711.39347339
109.0,46829704.39347339
107.0,46829698.39347339
106.0,46829697.39347339
105.0,46829689.39347339
105.0,46829684.39347339
103.0,46829681.39347339
100.0,46829677.39347339
108.0,46829669.39347339
107.0,46829664.39347339
114.0,46829658.39347339
112.0,46829653.39347339
113.0,46829648.39347339
113.0,46829645.39347339
114.0,46829638.39347339
114.0,46829636.39347339
113.0,46829632.39347339
113.0,46829627.39347339
111.0,46829618.39347339
109.0,46829614.39347339
107.0,46829612.39347339
110.0,46829604.39347339
105.0,46829599.39347339
108.0,46829593.39347339
107.0,46829589.39347339
107.0,46829585.39347339
111.0,46829578.39347339
111.0,46829576.39347339
114.0,46829569.39347339
116.0,46829565.39347339
117.0,46829558.39347339
117.0,46829556.39347339
117.0,46829551.39347339
111.0,46829543.39347339
111.0,46829542.39347339
106.0,46829537.39347339
106.0,46829528.39347339
100.0,46829523.39347339
100.0,46829522.39347339
108.0,46829514.39347339
107.0,46829511.39347339
101.0,46829504.39347339
103.0,46829501.39347339
111.0,46829495.39347339
111.0,46829492.39347339
99.0,46829484.39347339
103.0,46829478.39347339
105.0,46829476.39347339
105.0,46829468.39347339
108.0,46829464.39347339
108.0,46829462.39347339
112.0,46829456.39347339
111.0,46829451.39347339
112.0,46829445.39347339
114.0,46829438.39347339
114.0,46829436.39347339
115.0,46829431.39347339
115.0,46829425.39347339
109.0,46829419.39347339
109.0,46829417.39347339
115.0,46829411.39347339
111.0,46829407.39347339
112.0,46829400.39347339
114.0,46829393.39347339
115.0,46829392.39347339
112.0,46829383.39347339
112.0,46829382.39347339
113.0,46829376.39347339
113.0,46829369.39347339
112.0,46829366.39347339
111.0,46829362.39347339
114.0,46829353.39347339
111.0,46829348.39347339
111.0,46829345.39347339
109.0,46829342.39347339
114.0,46829333.39347339
112.0,46829329.39347339
112.0,46829326.39347339
111.0,46829322.39347339
112.0,46829313.39347339
110.0,46829309.39347339
111.0,46829305.39347339
111.0,46829298.39347339
109.0,46829293.39347339
109.0,46829291.39347339
112.0,46829284.39347339
110.0,46829279.39347339
110.0,46829274.39347339
108.0,46829272.39347339
114.0,46829263.39347339
113.0,46829261.39347339
113.0,46829257.39347339
113.0,46829249.39347339
112.0,46829247.39347339
114.0,46829241.39347339
116.0,46829237.39347339
114.0,46829232.39347339
115.0,46829224.39347339
112.0,46829220.39347339
114.0,46829217.39347339
121.0,46829210.39347339
115.0,46829203.39347339
115.0,46829202.39347339
116.0,46829194.39347339
115.0,46829189.39347339
115.0,46829187.39347339
122.0,46829179.39347339
120.0,46829175.39347339
118.0,46829168.39347339
119.0,46829167.39347339
120.0,46829158.39347339
121.0,46829157.39347339
118.0,46829151.39347339
118.0,46829147.39347339
117.0,46829141.39347339
118.0,46829133.39347339
119.0,46829129.39347339
118.0,46829127.39347339
116.0,46829120.39347339
114.0,46829116.39347339
122.0,46829109.39347339
120.0,46829107.39347339
123.0,46829100.39347339
119.0,46829096.39347339
118.0,46829092.39347339
116.0,46829084.39347339
115.0,46829082.39347339
121.0,46829077.39347339
122.0,46829069.39347339
123.0,46829065.39347339
122.0,46829059.39347339
124.0,46829053.39347339
123.0,46829050.39347339
120.0,46829043.39347339
117.0,46829038.39347339
117.0,46829037.39347339
125.0,46829030.39347339
120.0,46829023.39347339
124.0,46829018.39347339
124.0,46829017.39347339
125.0,46829010.39347339
127.0,46829004.39347339
126.0,46828999.39347339
128.0,46828994.39347339
128.0,46828992.39347339
128.0,46828986.39347339
130.0,46828982.39347339
129.0,46828975.39347339
136.0,46828969.39347339
137.0,46828966.39347339
138.0,46828961.39347339
140.0,46828957.39347339
141.0,46828949.39347339
141.0,46828947.39347339
136.0,46828939.39347339
136.0,46828934.39347339
135.0,46828928.39347339
133.0,46828923.39347339
131.0,46828921.39347339
131.0,46828915.39347339
131.0,46828909.39347339
130.0,46828907.39347339
127.0,46828902.39347339
123.0,46828895.39347339
117.0,46828889.39347339
117.0,46828885.39347339
114.0,46828879.39347339
112.0,46828876.39347339
110.0,46828872.39347339
108.0,46828866.39347339
112.0,46828862.39347339
101.0,46828853.39347339
100.0,46828850.39347339
100.0,46828847.39347339
97.0,46828842.39347339
89.0,46828837.39347339
106.0,46828832.39347339
104.0,46828767.21458268
104.0,46828626.30082369
105.0,46828481.20683074
108.0,46828325.27720547
96.0,46827961.59699869
87.0,46827568.600002766
95.0,46827138.09785509
96.0,46826834.59531927
86.0,46826552.0956254
94.0,46826443.099072695
99.0,46826068.427690506
94.0,46825695.933778524
97.0,46825499.933778524
98.0,46825031.448821545
104.0,46824939.448821545
102.0,46824585.97965145
108.0,46824191.485657215
104.0,46823800.49052572
101.0,46823515.51852226
106.0,46823407.01852226
102.0,46823160.53096533
98.0,46822877.042144775
105.0,46822327.054810524
102.0,46822265.054810524
103.0,46821937.05635142
109.0,46821485.066925526
106.0,46821249.069736004
104.0,46820850.577334404
107.0,46820738.079866886
117.0,46820427.089943886
97.0,46820115.089943886
100.0,46819837.59681988
102.17827606201172,46819710.72423959
95.0,46819345.21519804
98.0,46819102.71547055
101.0,46818954.223991394
110.0,46818945.223991394
109.0,46818940.223991394
109.0,46818939.223991394
110.0,46818933.223991394
110.0,46818929.223991394
100.0,46818924.223991394
110.0,46818915.223991394
106.0,46818910.223991394
106.0,46818909.223991394
104.0,46818903.223991394
105.0,46818899.223991394
102.0,46818894.223991394
113.0,46818885.223991394
112.0,46818882.223991394
112.0,46818876.223991394
111.0,46818873.223991394
110.0,46818869.223991394
105.0,46818862.223991394
97.0,46818857.223991394
105.0,46818851.223991394
100.0,46818846.223991394
99.0,46818844.223991394
92.0,46818837.223991394
102.0,46818830.223991394
101.0,46818827.223991394
102.0,46818821.223991394
102.0,46818818.223991394
97.0,46818813.223991394
102.0,46818806.223991394
101.0,46818803.223991394
102.0,46818798.223991394
101.0,46818794.223991394
102.0,46818785.223991394
102.0,46818784.223991394
100.0,46818777.223991394
105.0,46818770.223991394
100.0,46818765.223991394
101.0,46818760.223991394
101.0,46818757.223991394
100.0,46818753.223991394
100.0,46818749.223991394
111.0,46818743.223991394
99.0,46818737.223991394
112.0,46818730.223991394
109.0,46818727.223991394
107.0,46818723.223991394
106.0,46818719.223991394
103.0,46818711.223991394
106.0,46818705.223991394
107.0,46818703.223991394
114.0,46818697.223991394
114.0,46818694.223991394
112.0,46818689.223991394
124.0,46818680.223991394
123.0,46818679.223991394
113.0,46818674.223991394
106.0,46818665.223991394
111.0,46818661.223991394
109.0,46818659.223991394
117.0,46818652.223991394
112.0,46818645.223991394
110.0,46818642.223991394
114.0,46818638.223991394
110.0,46818634.223991394
119.0,46818625.223991394
121.0,46818621.223991394
115.0,46818616.223991394
117.0,46818614.223991394
112.0,46818605.223991394
109.0,46818601.223991394
113.0,46818596.223991394
111.0,46818590.223991394
112.0,46818588.223991394
110.0,46818582.223991394
110.0,46818579.223991394
110.0,46818573.223991394
109.0,46818565.223991394
109.0,46818560.223991394
110.0,46818559.223991394
109.0,46818553.223991394
112.0,46818549.223991394
114.0,46818544.223991394
117.0,46818539.223991394
118.0,46818530.223991394
119.0,46818527.223991394
121.0,46818520.223991394
119.0,46818515.223991394
120.0,46818514.223991394
126.0,46818506.223991394
125.0,46818504.223991394
122.0,46818498.223991394
114.0,46818493.223991394
130.0,46818485.223991394
129.0,46818484.223991394
129.0,46818479.223991394
133.0,46818473.223991394
129.0,46818465.223991394
129.0,46818461.223991394
128.0,46818459.223991394
134.0,46818452.223991394
129.0,46818446.223991394
129.0,46818444.223991394
130.0,46818438.223991394
133.0,46818434.223991394
126.0,46818427.223991394
132.0,46818420.223991394
133.0,46818417.223991394
130.0,46818411.223991394
130.0,46818408.223991394
129.0,46818402.223991394
127.0,46818399.223991394
122.0,46818392.223991394
130.0,46818385.223991394
132.0,46818383.223991394
126.0,46818378.223991394
120.0,46818373.223991394
114.0,46818369.223991394
125.0,46818361.223991394
124.0,46818359.223991394
118.0,46818350.223991394
118.0,46818349.223991394
126.0,46818342.223991394
121.0,46818337.223991394
125.0,46818330.223991394
126.0,46818327.223991394
127.0,46818322.223991394
126.0,46818316.223991394
128.0,46818310.223991394
130.0,46818307.223991394
129.0,46818302.223991394
126.0,46818298.223991394
128.0,46818290.223991394
128.0,46818289.223991394
130.0,46818281.223991394
129.0,46818279.223991394
131.0,46818272.223991394
130.0,46818269.223991394
123.0,46818263.223991394
132.0,46818256.223991394
130.0,46818252.223991394
129.0,46818248.223991394
130.0,46818243.223991394
120.0,46818238.223991394
116.0,46818234.223991394
127.0,46818228.223991394
127.0,46818221.223991394
127.0,46818219.223991394
126.0,46818211.223991394
126.0,46818207.223991394
125.0,46818204.223991394
129.0,46818196.223991394
128.0,46818194.223991394
127.0,46818188.223991394
128.0,46818183.223991394
124.0,46818178.223991394
127.0,46818171.223991394
124.0,46818167.223991394
126.0,46818160.223991394
125.0,46818159.223991394
125.0,46818150.223991394
124.0,46818149.223991394
123.0,46818143.223991394
120.0,46818135.223991394
121.0,46818134.223991394
120.0,46818129.223991394
121.0,46818122.223991394
121.0,46818118.223991394
125.0,46818110.223991394
124.0,46818105.223991394
126.0,46818100.223991394
127.0,46818095.223991394
127.0,46818093.223991394
126.0,46818089.223991394
124.0,46818080.223991394
125.0,46818078.223991394
123.0,46818073.223991394
123.0,46818069.223991394
122.0,46818064.223991394
122.0,46818059.223991394
105.0,46817926.544896364
109.0,46817779.60029316
97.0,46817639.03374767
113.0,46817242.35331988
96.0,46816916.85792899
97.0,46816796.35703683
95.0,46816532.35593343
99.0,46816071.35624337
98.0,46815738.35815263
97.0,46815667.35815263
97.0,46815219.36144471
97.0,46814917.85822868
98.0,46814647.86046934
100.0,46814282.35815501
99.0,46814053.857167244
100.0,46813617.859498024
99.0,46813492.859498024
98.0,46813188.86132574
99.0,46812922.86613965
99.0,46812488.37051058
98.0,46812369.87051058
99.0,46811907.38484025
98.0,46811717.3890996
115.0,46811328.39229679
107.0,46810965.39367533
107.0,46810718.39612985
120.0,46810606.14613509
118.0,46810408.96694422
118.0,46810131.46762705
104.0,46809791.97026372
114.0,46809578.97026372
119.0,46809141.47218084
113.0,46808924.495649576
95.0,46808569.49636936
97.0,46808297.99636936
97.0,46808045.50113797
114.0,46807654.50850296
102.0,46807472.009556055
107.0,46807263.016658306
97.0,46806710.02755499
99.0,46806466.54764104
104.0,46806104.039717674
94.0,46805867.045377254
91.0,46805591.04457712
93.0,46805283.55652237
91.0,46804887.052476406
94.0,46804592.052476406
93.0,46804441.05202389
93.58306121826172,46803990.18513441
92.0,46803984.68513441
100.0,46803909.68513441
98.0,46803580.6836741
98.0,46803154.68361139
95.0,46802871.68321085
98.0,46802738.18417597
101.0,46802428.18700886
99.0,46801958.67939949
99.0,46801810.17939949
96.0,46801569.19389439
97.0,46801233.68065286
98.0,46800756.66985512
98.0,46800640.16985512
115.0,46800135.1457994
115.0,46799889.63944197
120.0,46799755.63929558
101.0,46799454.12328148
119.0,46799179.124397755
117.0,46798798.1223588
125.0,46798392.75149393
118.0,46798284.75149393
121.0,46798275.75149393
122.0,46798208.24429393
123.0,46798166.74216437
126.0,46797910.7452693
125.0,46797848.7449646
142.0,46797680.84919357
123.0,46797643.34919357
125.0,46797596.34919357
138.0,46797410.849957466
144.0,46797328.85338402
140.0,46797187.35338402
131.0,46796862.958031654
122.0,46796808.458031654
128.0,46796543.46258402
130.0,46796524.96258402
126.0,46796434.96258402
123.0,46796383.46258402
118.0,46796304.96258402
93.0,46796105.47534609
86.0,46795722.47924471
81.0,46795403.984690905
88.0,46795013.48854947
84.0,46794769.99862814
80.0,46794621.99862814
81.0,46794100.50655627
88.0,46793798.50798845
100.0,46793564.510070324
97.0,46793344.01360655
104.0,46793174.51360655
81.0,46792584.52626848
81.0,46792336.033372164
78.0,46792230.03511715
79.0,46791957.03990364
86.0,46791580.548369884
80.0,46791173.06659126
77.0,46790915.56659126
76.0,46790744.567326546
80.0,46790374.56960106
75.0,46790124.56998563
73.0,46789841.08002472
70.02364349365234,46789597.70360994
69.0,46789317.205195665
70.0,46789092.70601797
71.0,46788797.70653105
73.0,46787505.12650323
67.0,46787206.1259675
64.0,46786906.12706232
52.0,46786656.127483845
53.0,46786306.13540411
51.0,46786056.63540411
52.0,46785850.13540411
49.0,46785608.63721609
50.0,46785202.637616634
55.0,46784795.63824797
54.0,46784515.638459206
54.0,46784345.63870454
51.0,46783892.63944578
51.0,46783587.64085603
54.0,46783302.64085603
53.0,46783007.64033246
51.0,46782697.63897967
51.0,46782387.63897967
50.0,46782092.639231205
49.0,46781807.639231205
49.0,46781587.639400005
51.0,46781200.13970661
49.0,46780897.13970661
47.0,46780769.648795605
51.0,46780327.89025664
54.0,46780045.890297174
54.0,46779720.89046621
57.0,46779445.89056778
56.0,46779160.89056778
52.0,46778975.89028072
48.0,46778557.76528072
49.0,46778187.7653451
48.0,46777986.7653451
47.0,46777637.7653451
48.0,46777382.76915288
48.0,46777007.76506138
48.0,46776727.764529705
49.0,46776527.76396513
50.0,46776152.76394224
50.0,46775883.26687002
52.0,46775502.76687002
51.0,46775195.87057495
49.51157760620117,46775195.87057495
50.0,46774895.87071705
51.0,46774600.87071705
52.0,46774325.8708663
52.0,46773985.873886585
52.0,46773700.873886585
52.0,46773425.873886585
51.0,46773150.87139869
50.0,46772787.37139869
48.0,46772500.87139869
49.0,46772200.87191439
49.0,46771980.37168169
74.0,46771677.37204027
51.0,46771321.62209797
52.0,46771006.62216592
57.0,46770761.62234688
58.0,46770465.24750614
53.0,46770085.24764681
53.0,46769857.24764681
48.0,46769626.12535095
53.0,46769222.122987986
51.0,46768894.12479162
53.0,46768607.12479162
54.0,46768312.12479162
53.0,46767987.12616205
52.0,46767822.12616205
53.0,46767418.748533964
54.0,46767131.24977946
56.0,46766823.74977946
57.0,46766488.74977946
56.0,46766263.74901748
54.0,46765916.99949551
51.0,46765606.99949551
53.0,46765296.99977732
53.0,46764997.00163317
52.0,46764707.001513004
51.0,46764592.001513004
55.0,46764087.00032544
56.0,46763802.00032544
55.0,46763492.00032544
54.0,46763242.50040674
56.0,46762901.50086379
59.0,46762592.00050449
60.0,46762302.00050449
62.0,46762042.00050449
62.0,46761717.00039101
65.0,46761442.00039101
62.0,46761087.00039101
61.0,46760947.00007105
62.941749572753906,46760779.62170243
59.0,46760490.11810708
60.0,46760190.118346214
60.0,46759890.118346214
60.0,46759590.118346214
62.0,46759295.118499994
62.0,46759020.118499994
63.0,46758760.11829615
63.0,46758400.11829615
62.0,46758140.61831236
70.0,46758037.120584965
73.0,46757535.61752033
66.0,46757198.111293554
67.0,46757002.117185116
68.0,46756614.11920476
67.0,46756385.106778145
76.0,46756214.609012604
100.0,46756153.87556553
69.0,46755686.697927
69.0,46755436.2063179
70.0,46755096.71620202
71.0,46754797.71620202
69.0,46754496.716169834
71.0,46754206.96634674
68.0,46754011.46634674
70.0,46753591.46632218
68.0,46753316.46792364
68.0,46753011.47099519
68.0,46752839.47065854
64.63825225830078,46752759.612662315
76.0,46752649.10329008
91.0,46747225.43816757
95.0,46745063.90992403
87.0,46744457.907906055
73.0,46744090.39541459
75.0,46743819.89020419
77.0,46743297.880672455
84.0,46743052.386874676
57.0,46742551.50721836
73.0,46742072.004977226
93.0,46741191.11376357
90.0,46740786.591685295
83.0,46740679.091685295
67.0,46740151.96981883
79.0,46739537.47624469
89.0,46739389.47369528
89.0,46739123.97570777
84.0,46738630.97622299
93.0,46738504.474686146
95.0,46738235.96957302
93.0,46737982.96957302
94.0,46737643.97686052
72.0,46736894.97735071
75.26655578613281,46736736.5929122
74.0,46736701.0929122
77.0,46736154.84537506
73.0,46735756.34410429
78.0,46735414.844510555
73.0,46735015.848211765
61.0,46734522.85318565
97.0,46734139.858557224
97.0,46733995.85979581
97.0,46732366.38960981
83.0,46732117.89180422
91.0,46731910.8939414
78.0,46731229.656012535
69.0,46730834.1594336
75.0,46730562.03943038
62.0,46730459.04109478
77.0,46730045.916101694
109.0,46729944.68151283
110.0,46729503.74051428
89.0,46728901.58546972
108.0,46728843.83620548
110.0,46728663.90599966
118.0,46728512.99259853
115.0,46728265.06247759
93.0,46727756.38367891
95.0,46727730.133636475
113.0,46727500.19157362
78.0,46727222.01246309
84.0,46727134.01246309
80.0,46726755.01287365
85.0,46726351.51300025
80.0,46726271.51290941
84.0,46725891.01253748
81.0,46725614.01232433
91.0,46725177.26328254
52.0,46724880.38834143
67.0,46724766.76334143
106.0,46724618.5132575
109.0,46724310.61251783
114.0,46724036.18566275
93.0,46723516.00585461
84.0,46723276.50648427
105.0,46723187.77190924
102.0,46723185.77190924
99.0,46723180.77190924
94.0,46723172.77190924
94.0,46723171.77190924
99.0,46723166.77190924
94.0,46723161.77190924
101.0,46723154.77190924
98.0,46723149.77190924
100.0,46723145.77190924
94.0,46723138.77190924
105.0,46723132.77190924
105.0,46723129.77190924
105.0,46723124.77190924
104.0,46723117.77190924
107.0,46723112.77190924
107.0,46723110.77190924
105.0,46723106.77190924
94.0,46723100.77190924
103.0,46723092.77190924
107.0,46723087.77190924
105.0,46723083.77190924
105.0,46723081.77190924
104.0,46723074.77190924
107.0,46723067.77190924
105.0,46723063.77190924
103.0,46723061.77190924
106.0,46723056.77190924
99.0,46723051.77190924
110.0,46723042.77190924
110.0,46723041.77190924
102.0,46723035.77190924
107.0,46723029.77190924
101.0,46723023.77190924
108.0,46723017.77190924
103.0,46723012.77190924
103.0,46723010.77190924
104.0,46723004.77190924
103.0,46723000.77190924
103.0,46722996.77190924
95.0,46722987.77190924
106.0,46722982.77190924
103.0,46722977.77190924
107.0,46722972.77190924
106.0,46722967.77190924
106.0,46722966.77190924
109.0,46722960.77190924
106.0,46722955.77190924
103.0,46722950.77190924
105.0,46722944.77190924
98.0,46722939.77190924
104.0,46722932.77190924
103.0,46722931.77190924
96.0,46722923.77190924
96.0,46722921.77190924
102.0,46722912.77190924
101.0,46722909.77190924
101.0,46722903.77190924
101.0,46722901.77190924
103.0,46722894.77190924
102.0,46722891.77190924
104.0,46722882.77190924
102.0,46722878.77190924
104.0,46722874.77190924
102.0,46722868.77190924
104.0,46722865.77190924
104.0,46722859.77190924
105.0,46722853.77190924
105.0,46722850.77190924
106.0,46722843.77190924
106.0,46722838.77190924
107.0,46722835.77190924
106.0,46722831.77190924
106.0,46722826.77190924
104.0,46722821.77190924
106.0,46722815.77190924
105.0,46722810.77190924
108.0,46722803.77190924
108.0,46722801.77190924
111.0,46722793.77190924
111.0,46722790.77190924
116.0,46722784.77190924
113.0,46722779.77190924
111.0,46722772.77190924
114.0,46722767.77190924
115.0,46722764.77190924
117.0,46722761.77190924
122.0,46722754.77190924
125.0,46722751.77190924
129.0,46722742.77190924
128.0,46722740.77190924
130.0,46722732.77190924
130.0,46722731.77190924
127.0,46722725.77190924
124.0,46722717.77190924
124.0,46722716.77190924
126.0,46722708.77190924
118.0,46722702.77190924
115.0,46722697.77190924
115.0,46722695.77190924
115.0,46722690.77190924
116.0,46722686.77190924
118.0,46722677.77190924
119.0,46722676.77190924
126.0,46722671.77190924
112.0,46722662.77190924
107.0,46722658.77190924
110.0,46722652.77190924
108.0,46722648.77190924
107.0,46722646.77190924
108.0,46722638.77190924
107.0,46722636.77190924
109.0,46722630.77190924
109.0,46722626.77190924
109.0,46722619.77190924
110.0,46722614.77190924
109.0,46722609.77190924
108.0,46722606.77190924
108.0,46722601.77190924
108.0,46722596.77190924
111.0,46722591.77190924
105.0,46722567.77190924
95.0,46722562.77190924
94.0,46722561.77190924
112.0,46722552.77190924
112.0,46722547.77190924
106.0,46722543.77190924
111.0,46722537.77190924
110.0,46722534.77190924
113.0,46722527.77190924
113.0,46722526.77190924
105.0,46722519.77190924
118.0,46722512.77190924
115.0,46722508.77190924
115.0,46722506.77190924
116.0,46722501.77190924
115.0,46722493.77190924
115.0,46722491.77190924
120.0,46722484.77190924
121.0,46722481.77190924
119.0,46722472.77190924
120.0,46722471.77190924
119.0,46722466.77190924
117.0,46722431.18712473
121.0,46722429.18712473
131.0,46722424.18712473
134.0,46722420.18712473
124.0,46722411.18712473
126.0,46722406.18712473
